10:25 AM,AUD/USD,0.6952,410234
10:26 AM,AUD/USD,0.6953,451134
10:27 AM,AUD/USD,0.6954,429134
10:28 AM,AUD/USD,0.6955,478134
10:29 AM,AUD/USD,0.6956,431134
10:30 AM,AUD/USD,0.6957,494134
10:31 AM,AUD/USD,0.6958,419134
10:32 AM,AUD/USD,0.6959,480134
10:33 AM,AUD/USD,0.696,441134
10:34 AM,AUD/USD,0.6961,471134
10:35 AM,AUD/USD,0.6962,440134
10:36 AM,AUD/USD,0.6963,459134
10:37 AM,AUD/USD,0.6964,420134
10:38 AM,AUD/USD,0.6965,475134
10:39 AM,AUD/USD,0.6966,441134
10:40 AM,AUD/USD,0.6967,460134
10:41 AM,AUD/USD,0.6968,450234
10:42 AM,AUD/USD,0.6969,481134
10:43 AM,AUD/USD,0.697,424134
10:44 AM,AUD/USD,0.6971,491234
10:45 AM,AUD/USD,0.6972,431134
10:46 AM,AUD/USD,0.6973,470134
10:47 AM,AUD/USD,0.6974,441134
10:48 AM,AUD/USD,0.6975,490134
10:49 AM,AUD/USD,0.6976,412134
10:50 AM,AUD/USD,0.6977,481134
10:51 AM,AUD/USD,0.6978,440134
10:52 AM,AUD/USD,0.6979,463134
10:53 AM,AUD/USD,0.698,410134
10:54 AM,AUD/USD,0.6981,470134
10:55 AM,AUD/USD,0.6982,434134
10:56 AM,AUD/USD,0.6983,459134
10:57 AM,AUD/USD,0.6984,420134
10:58 AM,AUD/USD,0.6985,486134
10:59 AM,AUD/USD,0.6986,430134
11:00 AM,AUD/USD,0.6987,473134
11:01 AM,AUD/USD,0.6988,429134
11:02 AM,AUD/USD,0.6989,461134
11:03 AM,AUD/USD,0.699,491134
11:04 AM,AUD/USD,0.6991,430134
11:05 AM,AUD/USD,0.6992,453134
11:06 AM,AUD/USD,0.6993,420134
11:07 AM,AUD/USD,0.6994,471134
11:08 AM,AUD/USD,0.6995,431134
11:09 AM,AUD/USD,0.6996,480134
11:10 AM,AUD/USD,0.6997,414134
11:11 AM,AUD/USD,0.6998,489134
11:12 AM,AUD/USD,0.6999,421134
11:13 AM,AUD/USD,0.7,467134
11:14 AM,AUD/USD,0.7001,444134
11:15 AM,AUD/USD,0.7002,477134
11:16 AM,AUD/USD,0.7003,440134
11:17 AM,AUD/USD,0.7004,451134
09:34 AM,NZD/GBP,0.4731,64380
09:35 AM,NZD/GBP,0.4831,54380
09:36 AM,NZD/GBP,0.4931,104380
09:37 AM,NZD/GBP,0.4631,74380
09:38 AM,NZD/GBP,0.4731,84380
09:39 AM,NZD/GBP,0.4831,94380
09:40 AM,NZD/GBP,0.4531,64380
09:41 AM,NZD/GBP,0.4731,114380
09:42 AM,NZD/GBP,0.4631,74380
09:43 AM,NZD/GBP,0.4531,104380
09:44 AM,NZD/GBP,0.4731,84380
09:45 AM,NZD/GBP,0.4831,94380
09:46 AM,NZD/GBP,0.4931,74380
09:47 AM,NZD/GBP,0.4731,64380
09:48 AM,NZD/GBP,0.4631,84380
09:49 AM,NZD/GBP,0.4831,104380
09:50 AM,NZD/GBP,0.4531,94380
09:51 AM,NZD/GBP,0.4631,74380
09:52 AM,NZD/GBP,0.4731,64380
09:53 AM,NZD/GBP,0.4831,114380
09:54 AM,NZD/GBP,0.4931,84380
09:55 AM,NZD/GBP,0.4531,74380
09:56 AM,NZD/GBP,0.4631,104380
09:57 AM,NZD/GBP,0.4731,94380
09:58 AM,NZD/GBP,0.4831,84380
09:59 AM,NZD/GBP,0.4931,74380
10:00 AM,NZD/GBP,0.4631,64380
10:01 AM,NZD/GBP,0.4731,84380
10:02 AM,NZD/GBP,0.4831,104380
10:03 AM,NZD/GBP,0.4531,74380
10:04 AM,NZD/GBP,0.4631,114380
10:05 AM,NZD/GBP,0.4731,64380
10:06 AM,NZD/GBP,0.4831,104380
10:07 AM,NZD/GBP,0.4531,94380
10:08 AM,NZD/GBP,0.4731,84380
10:09 AM,NZD/GBP,0.4631,74380
10:10 AM,NZD/GBP,0.4531,104380
10:11 AM,NZD/GBP,0.4731,94380
10:12 AM,NZD/GBP,0.4831,84380
10:13 AM,NZD/GBP,0.4931,74380
10:14 AM,NZD/GBP,0.4631,64380
10:15 AM,NZD/GBP,0.4731,104380
10:16 AM,NZD/GBP,0.4831,84380
10:17 AM,NZD/GBP,0.4531,94380
10:18 AM,NZD/GBP,0.4631,74380
10:19 AM,NZD/GBP,0.4731,114380
10:20 AM,NZD/GBP,0.4831,84380
10:21 AM,NZD/GBP,0.4931,94380
10:22 AM,NZD/GBP,0.4631,64380
10:23 AM,NZD/GBP,0.4731,84380
10:24 AM,NZD/GBP,0.4831,104380
10:25 AM,NZD/GBP,0.4531,94380
10:26 AM,NZD/GBP,0.4631,74380
10:27 AM,NZD/GBP,0.4731,104380
10:28 AM,NZD/GBP,0.4831,94380
10:29 AM,NZD/GBP,0.4931,84380
10:30 AM,NZD/GBP,0.4631,74380
10:31 AM,NZD/GBP,0.4731,114380
10:32 AM,NZD/GBP,0.4831,84380
10:33 AM,NZD/GBP,0.4931,64380
10:34 AM,NZD/GBP,0.4631,104380
10:35 AM,NZD/GBP,0.4731,94380
10:36 AM,NZD/GBP,0.4831,84380
10:37 AM,NZD/GBP,0.4931,114380
10:38 AM,NZD/GBP,0.4631,74380
10:39 AM,NZD/GBP,0.4731,94380
10:40 AM,NZD/GBP,0.4831,104380
10:41 AM,NZD/GBP,0.4531,84380
10:42 AM,NZD/GBP,0.4631,114380
10:43 AM,NZD/GBP,0.4731,64380
10:44 AM,NZD/GBP,0.4831,104380
10:45 AM,NZD/GBP,0.4931,94380
10:46 AM,NZD/GBP,0.4631,84380
10:47 AM,NZD/GBP,0.4731,74380
10:48 AM,NZD/GBP,0.4831,114380
10:49 AM,NZD/GBP,0.4931,64380
10:50 AM,NZD/GBP,0.4631,94380
10:51 AM,NZD/GBP,0.4731,104380
10:52 AM,NZD/GBP,0.4831,84380
10:53 AM,NZD/GBP,0.4531,74380
10:54 AM,NZD/GBP,0.4631,114380
10:55 AM,NZD/GBP,0.4731,64380
10:56 AM,NZD/GBP,0.4831,104380
10:57 AM,NZD/GBP,0.4931,94380
10:58 AM,NZD/GBP,0.4631,84380
10:59 AM,NZD/GBP,0.4731,114380
11:00 AM,NZD/GBP,0.4831,74380
11:01 AM,NZD/GBP,0.4931,64380
11:02 AM,NZD/GBP,0.4631,104380
11:03 AM,NZD/GBP,0.4731,94380
11:04 AM,NZD/GBP,0.4831,84380
11:05 AM,NZD/GBP,0.4931,74380
11:06 AM,NZD/GBP,0.4631,64380
11:07 AM,NZD/GBP,0.4731,104380
11:08 AM,NZD/GBP,0.4831,84480
09:31 AM,USD/JPY,142.497,30995
09:32 AM,USD/JPY,142.5,31204
09:33 AM,USD/JPY,142.503,31815
09:34 AM,USD/JPY,142.495,30540
09:35 AM,USD/JPY,142.49,31300
09:36 AM,USD/JPY,142.499,32101
09:37 AM,USD/JPY,142.501,33400
09:38 AM,USD/JPY,142.498,30010
09:39 AM,USD/JPY,142.499,31300
09:40 AM,USD/JPY,142.505,32200
09:41 AM,USD/JPY,142.51,30910
09:42 AM,USD/JPY,142.508,31700
09:43 AM,USD/JPY,142.502,32300
09:44 AM,USD/JPY,142.515,33401
09:45 AM,USD/JPY,142.508,30510
09:46 AM,USD/JPY,142.499,31600
09:47 AM,USD/JPY,142.503,32020
09:48 AM,USD/JPY,142.505,30700
09:49 AM,USD/JPY,142.51,31020
09:50 AM,USD/JPY,142.502,32140
09:51 AM,USD/JPY,142.511,33220
09:52 AM,USD/JPY,142.51,30090
09:53 AM,USD/JPY,142.499,31810
09:54 AM,USD/JPY,142.504,32440
09:55 AM,USD/JPY,142.508,33401
09:56 AM,USD/JPY,142.505,30270
09:57 AM,USD/JPY,142.501,31660
09:58 AM,USD/JPY,142.509,32300
09:59 AM,USD/JPY,142.502,30710
10:00 AM,USD/JPY,142.505,31110
10:01 AM,USD/JPY,142.507,32160
10:02 AM,USD/JPY,142.508,33090
10:03 AM,USD/JPY,142.499,30690
10:04 AM,USD/JPY,142.503,31330
10:05 AM,USD/JPY,142.501,32540
10:06 AM,USD/JPY,142.51,33250
10:07 AM,USD/JPY,142.512,30610
10:08 AM,USD/JPY,142.498,31460
10:09 AM,USD/JPY,142.507,32420
10:10 AM,USD/JPY,142.499,30730
10:11 AM,USD/JPY,142.5,31910
10:12 AM,USD/JPY,142.503,32120
10:13 AM,USD/JPY,142.508,33340
10:14 AM,USD/JPY,142.505,30940
10:15 AM,USD/JPY,142.506,31640
10:16 AM,USD/JPY,142.502,32440
10:17 AM,USD/JPY,142.511,33100
10:18 AM,USD/JPY,142.499,30770
10:19 AM,USD/JPY,142.512,31660
10:20 AM,USD/JPY,142.5,32220
10:21 AM,USD/JPY,142.507,30800
10:22 AM,USD/JPY,142.508,31800
10:23 AM,USD/JPY,142.506,32320
10:24 AM,USD/JPY,142.509,33160
10:25 AM,USD/JPY,142.501,30890
10:26 AM,USD/JPY,142.503,31810
10:27 AM,USD/JPY,142.504,32540
10:28 AM,USD/JPY,142.508,33010
10:29 AM,USD/JPY,142.507,30870
10:30 AM,USD/JPY,142.51,31560
10:31 AM,USD/JPY,142.498,32220
10:32 AM,USD/JPY,142.512,30670
10:33 AM,USD/JPY,142.5,31430
10:34 AM,USD/JPY,142.499,32090
10:35 AM,USD/JPY,142.506,33150
10:36 AM,USD/JPY,142.505,30890
10:37 AM,USD/JPY,142.503,31530
10:38 AM,USD/JPY,142.508,32380
10:39 AM,USD/JPY,142.507,33050
10:40 AM,USD/JPY,142.509,30990
10:41 AM,USD/JPY,142.506,31810
10:42 AM,USD/JPY,142.501,32220
10:43 AM,USD/JPY,142.5,30730
10:44 AM,USD/JPY,142.512,31440
10:45 AM,USD/JPY,142.498,32000
10:46 AM,USD/JPY,142.507,33020
10:47 AM,USD/JPY,142.508,30690
10:48 AM,USD/JPY,142.502,31370
10:49 AM,USD/JPY,142.505,32400
10:50 AM,USD/JPY,142.51,33170
10:51 AM,USD/JPY,142.506,30980
10:52 AM,USD/JPY,142.499,31600
10:53 AM,USD/JPY,142.503,32230
10:54 AM,USD/JPY,142.504,30760
10:55 AM,USD/JPY,142.509,31490
10:56 AM,USD/JPY,142.507,32120
10:57 AM,USD/JPY,142.5,33290
10:58 AM,USD/JPY,142.512,30810
10:59 AM,USD/JPY,142.508,31720
11:00 AM,USD/JPY,142.506,32330
11:01 AM,USD/JPY,142.499,33020
11:02 AM,USD/JPY,142.503,30810
11:03 AM,USD/JPY,142.5,31570
11:04 AM,USD/JPY,142.51,32320
11:05 AM,USD/JPY,142.511,30750
11:06 AM,USD/JPY,142.498,31510
11:07 AM,USD/JPY,142.505,32210
11:08 AM,USD/JPY,142.507,33110
11:09 AM,USD/JPY,142.512,30930
11:10 AM,USD/JPY,142.5,31620
11:11 AM,USD/JPY,142.503,32340
11:12 AM,USD/JPY,142.508,33190
11:13 AM,USD/JPY,142.51,30840
11:14 AM,USD/JPY,142.499,31670
11:15 AM,USD/JPY,142.502,32290
